"010.14","Prim TB pleurisy-cult dx","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"010.15","Prim TB pleuris-histo dx","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"010.16","Prim TB pleuris-oth test","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"010.80","Prim prog TB NEC-unspec","Other primary progressive tuberculosis, unspecified"
"010.81","Prim prog TB NEC-no exam","Other primary progressive tuberculosis, bacteriological or histological examination not done"
"010.82","Prim pr TB NEC-exam unkn","Other primary progressive tuberculosis, bacteriological or histological examination unknown (at present)"
"010.83","Prim prg TB NEC-micro dx","Other primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy"
"010.84","Prim prog TB NEC-cult dx","Other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"010.85","Prim prg TB NEC-histo dx","Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"010.86","Prim prg TB NEC-oth test","Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"010.90","Primary TB NOS-unspec","Primary tuberculous infection, unspecified, unspecified"
"010.91","Primary TB NOS-no exam","Primary tuberculous infection, unspecified, bacteriological or histological examination not done"
"010.92","Primary TB NOS-exam unkn","Primary tuberculous infection, unspecified, bacteriological or histological examination unknown (at present)"
"010.93","Primary TB NOS-micro dx","Primary tuberculous infection, unspecified, tubercle bacilli found (in sputum) by microscopy"
"010.94","Primary TB NOS-cult dx","Primary tuberculous infection, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"010.95","Primary TB NOS-histo dx","Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"010.96","Primary TB NOS-oth test","Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"011.00","TB lung infiltr-unspec","Tuberculosis of lung, infiltrative, unspecified"
"011.01","TB lung infiltr-no exam","Tuberculosis of lung, infiltrative, bacteriological or histological examination not done"
"011.02","TB lung infiltr-exm unkn","Tuberculosis of lung, infiltrative, bacteriological or histological examination unknown (at present)"
"011.03","TB lung infiltr-micro dx","Tuberculosis of lung, infiltrative, tubercle bacilli found (in sputum) by microscopy"
"011.04","TB lung infiltr-cult dx","Tuberculosis of lung, infiltrative, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"011.05","TB lung infiltr-histo dx","Tuberculosis of lung, infiltrative, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"011.06","TB lung infiltr-oth test","Tuberculosis of lung, infiltrative, tubercle bacilli not found bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"011.10","TB lung nodular-unspec","Tuberculosis of lung, nodular, unspecified"
"011.11","TB lung nodular-no exam","Tuberculosis of lung, nodular, bacteriological or histological examination not done"
"011.12","TB lung nodul-exam unkn","Tuberculosis of lung, nodular, bacteriological or histological examination unknown (at present)"
"011.13","TB lung nodular-micro dx","Tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy"
"011.14","TB lung nodular-cult dx","Tuberculosis of lung, nodular, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"011.15","TB lung nodular-histo dx","Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"011.16","TB lung nodular-oth test","Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"011.20","TB lung w cavity-unspec","Tuberculosis of lung with cavitation, unspecified"
"011.21","TB lung w cavity-no exam","Tuberculosis of lung with cavitation, bacteriological or histological examination not done"
"011.22","TB lung cavity-exam unkn","Tuberculosis of lung with cavitation, bacteriological or histological examination unknown (at present)"
"011.23","TB lung w cavit-micro dx","Tuberculosis of lung with cavitation, tubercle bacilli found (in sputum) by microscopy"
"011.24","TB lung w cavity-cult dx","Tuberculosis of lung with cavitation, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"011.25","TB lung w cavit-histo dx","Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"011.26","TB lung w cavit-oth test","Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"011.30","TB of bronchus-unspec","Tuberculosis of bronchus, unspecified"
"011.31","TB of bronchus-no exam","Tuberculosis of bronchus, bacteriological or histological examination not done"
"011.32","TB of bronchus-exam unkn","Tuberculosis of bronchus, bacteriological or histological examination unknown (at present)"
"011.33","TB of bronchus-micro dx","Tuberculosis of bronchus, tubercle bacilli found (in sputum) by microscopy"
"011.34","TB of bronchus-cult dx","Tuberculosis of bronchus, tubercle bacilli not found (in sputum) by microscopy, but found in bacterial culture"
"011.35","TB of bronchus-histo dx","Tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"011.36","TB of bronchus-oth test","Tuberculosis of bronchus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"011.40","TB lung fibrosis-unspec","Tuberculous fibrosis of lung, unspecified"
"011.41","TB lung fibrosis-no exam","Tuberculous fibrosis of lung, bacteriological or histological examination not done"
"011.42","TB lung fibros-exam unkn","Tuberculous fibrosis of lung, bacteriological or histological examination unknown (at present)"
"011.43","TB lung fibros-micro dx","Tuberculous fibrosis of lung, tubercle bacilli found (in sputum) by microscopy"
"011.44","TB lung fibrosis-cult dx","Tuberculous fibrosis of lung, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"011.45","TB lung fibros-histo dx","Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"011.46","TB lung fibros-oth test","Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"011.50","TB bronchiectasis-unspec","Tuberculous bronchiectasis, unspecified"
"011.51","TB bronchiect-no exam","Tuberculous bronchiectasis, bacteriological or histological examination not done"
"011.52","TB bronchiect-exam unkn","Tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)"
"011.53","TB bronchiect-micro dx","Tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy"
"011.54","TB bronchiect-cult dx","Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"011.55","TB bronchiect-histo dx","Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"011.56","TB bronchiect-oth test","Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"011.60","TB pneumonia-unspec","Tuberculous pneumonia [any form], unspecified"
"011.61","TB pneumonia-no exam","Tuberculous pneumonia [any form], bacteriological or histological examination not done"
"011.62","TB pneumonia-exam unkn","Tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)"
"011.63","TB pneumonia-micro dx","Tuberculous pneumonia [any form], tubercle bacilli found (in sputum) by microscopy"
"011.64","TB pneumonia-cult dx","Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"011.65","TB pneumonia-histo dx","Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"011.66","TB pneumonia-oth test","Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"011.70","TB pneumothorax-unspec","Tuberculous pneumothorax, unspecified"
"011.71","TB pneumothorax-no exam","Tuberculous pneumothorax, bacteriological or histological examination not done"
"011.72","TB pneumothorx-exam unkn","Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)"
"011.73","TB pneumothorax-micro dx","Tuberculous pneumothorax, tubercle bacilli found (in sputum) by microscopy"
"011.74","TB pneumothorax-cult dx","Tuberculous pneumothorax, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"011.75","TB pneumothorax-histo dx","Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"011.76","TB pneumothorax-oth test","Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"011.80","Pulmonary TB NEC-unspec","Other specified pulmonary tuberculosis, unspecified"
"011.81","Pulmonary TB NEC-no exam","Other specified pulmonary tuberculosis, bacteriological or histological examination not done"
"011.82","Pulmon TB NEC-exam unkn","Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)"
"011.83","Pulmon TB NEC-micro dx","Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
"011.84","Pulmon TB NEC-cult dx","Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"011.85","Pulmon TB NEC-histo dx","Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"011.86","Pulmon TB NEC-oth test","Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"011.90","Pulmonary TB NOS-unspec","Pulmonary tuberculosis, unspecified, unspecified"
"011.91","Pulmonary TB NOS-no exam","Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done"
"011.92","Pulmon TB NOS-exam unkn","Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
"011.93","Pulmon TB NOS-micro dx","Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
"011.94","Pulmon TB NOS-cult dx","Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"011.95","Pulmon TB NOS-histo dx","Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"011.96","Pulmon TB NOS-oth test","Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"012.00","TB pleurisy-unspec","Tuberculous pleurisy, unspecified"
"012.01","TB pleurisy-no exam","Tuberculous pleurisy, bacteriological or histological examination not done"
"012.02","TB pleurisy-exam unkn","Tuberculous pleurisy, bacteriological or histological examination unknown (at present)"
"012.03","TB pleurisy-micro dx","Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy"
"012.04","TB pleurisy-cult dx","Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"012.05","TB pleurisy-histolog dx","Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"012.06","TB pleurisy-oth test","Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"012.10","TB thoracic nodes-unspec","Tuberculosis of intrathoracic lymph nodes, unspecified"
"012.11","TB thorax node-no exam","Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done"
"012.12","TB thorax node-exam unkn","Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)"
"012.13","TB thorax node-micro dx","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy"
"012.14","TB thorax node-cult dx","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"012.15","TB thorax node-histo dx","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"012.16","TB thorax node-oth test","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"012.20","Isol tracheal tb-unspec","Isolated tracheal or bronchial tuberculosis, unspecified"
"012.21","Isol tracheal tb-no exam","Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done"
"012.22","Isol trach tb-exam unkn","Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)"
"012.23","Isolat trach tb-micro dx","Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy"
"012.24","Isol tracheal tb-cult dx","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"012.25","Isolat trach tb-histo dx","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"012.26","Isolat trach tb-oth test","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"012.30","TB laryngitis-unspec","Tuberculous laryngitis, unspecified"
"012.31","TB laryngitis-no exam","Tuberculous laryngitis, bacteriological or histological examination not done"
"012.32","TB laryngitis-exam unkn","Tuberculous laryngitis, bacteriological or histological examination unknown (at present)"
"012.33","TB laryngitis-micro dx","Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy"
"012.34","TB laryngitis-cult dx","Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"012.35","TB laryngitis-histo dx","Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"012.36","TB laryngitis-oth test","Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"012.80","Resp TB NEC-unspec","Other specified respiratory tuberculosis, unspecified"
"012.81","Resp TB NEC-no exam","Other specified respiratory tuberculosis, bacteriological or histological examination not done"
"012.82","Resp TB NEC-exam unkn","Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)"
"012.83","Resp TB NEC-micro dx","Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy"
"012.84","Resp TB NEC-cult dx","Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"012.85","Resp TB NEC-histo dx","Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"012.86","Resp TB NEC-oth test","Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"013.00","TB meningitis-unspec","Tuberculous meningitis, unspecified"
"013.01","TB meningitis-no exam","Tuberculous meningitis, bacteriological or histological examination not done"
"013.02","TB meningitis-exam unkn","Tuberculous meningitis, bacteriological or histological examination unknown (at present)"
"013.03","TB meningitis-micro dx","Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy"
"013.04","TB meningitis-cult dx","Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"013.05","TB meningitis-histo dx","Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"013.06","TB meningitis-oth test","Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"013.10","Tubrclma meninges-unspec","Tuberculoma of meninges, unspecified"
"013.11","Tubrclma mening-no exam","Tuberculoma of meninges, bacteriological or histological examination not done"
"013.12","Tubrclma menin-exam unkn","Tuberculoma of meninges, bacteriological or histological examination unknown (at present)"
"013.13","Tubrclma mening-micro dx","Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy"
"013.14","Tubrclma mening-cult dx","Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"013.15","Tubrclma mening-histo dx","Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"013.16","Tubrclma mening-oth test","Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"013.20","Tuberculoma brain-unspec","Tuberculoma of brain, unspecified"
"013.21","Tubrcloma brain-no exam","Tuberculoma of brain, bacteriological or histological examination not done"
"013.22","Tubrclma brain-exam unkn","Tuberculoma of brain, bacteriological or histological examination unknown (at present)"
"013.23","Tubrcloma brain-micro dx","Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy"
"013.24","Tubrcloma brain-cult dx","Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"013.25","Tubrcloma brain-histo dx","Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"013.26","Tubrcloma brain-oth test","Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"013.30","TB brain abscess-unspec","Tuberculous abscess of brain, unspecified"
"013.31","TB brain abscess-no exam","Tuberculous abscess of brain, bacteriological or histological examination not done"
"013.32","TB brain absc-exam unkn","Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)"
"013.33","TB brain absc-micro dx","Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy"
"013.34","TB brain abscess-cult dx","Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"013.35","TB brain absc-histo dx","Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"013.36","TB brain absc-oth test","Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"013.40","Tubrclma sp cord-unspec","Tuberculoma of spinal cord, unspecified"
"013.41","Tubrclma sp cord-no exam","Tuberculoma of spinal cord, bacteriological or histological examination not done"
"013.42","Tubrclma sp cd-exam unkn","Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)"
"013.43","Tubrclma sp crd-micro dx","Tuberculoma of spinal cord, tubercle bacilli found (in sputum) by microscopy"
"013.44","Tubrclma sp cord-cult dx","Tuberculoma of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"013.45","Tubrclma sp crd-histo dx","Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"013.46","Tubrclma sp crd-oth test","Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"013.50","TB sp crd abscess-unspec","Tuberculous abscess of spinal cord, unspecified"
"013.51","TB sp crd absc-no exam","Tuberculous abscess of spinal cord, bacteriological or histological examination not done"
"013.52","TB sp crd absc-exam unkn","Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)"
"013.53","TB sp crd absc-micro dx","Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy"
"013.54","TB sp crd absc-cult dx","Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"013.55","TB sp crd absc-histo dx","Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"013.56","TB sp crd absc-oth test","Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"013.60","TB encephalitis-unspec","Tuberculous encephalitis or myelitis, unspecified"
"013.61","TB encephalitis-no exam","Tuberculous encephalitis or myelitis, bacteriological or histological examination not done"
"013.62","TB encephalit-exam unkn","Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)"
"013.63","TB encephalitis-micro dx","Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy"
"013.64","TB encephalitis-cult dx","Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"013.65","TB encephalitis-histo dx","Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"013.66","TB encephalitis-oth test","Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"013.80","Cns TB NEC-unspec","Other specified tuberculosis of central nervous system, unspecified"
"013.81","Cns TB NEC-no exam","Other specified tuberculosis of central nervous system, bacteriological or histological examination not done"
"013.82","Cns TB NEC-exam unkn","Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
"013.83","Cns TB NEC-micro dx","Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
"013.84","Cns TB NEC-cult dx","Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"013.85","Cns TB NEC-histo dx","Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"013.86","Cns TB NEC-oth test","Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"013.90","Cns TB NOS-unspec","Unspecified tuberculosis of central nervous system, unspecified"
"013.91","Cns TB NOS-no exam","Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done"
"013.92","Cns TB NOS-exam unkn","Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
"013.93","Cns TB NOS-micro dx","Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
"013.94","Cns TB NOS-cult dx","Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
